0.07759904, 0.35328895
0.13090278, 0.31550136
0.13394204, 0.29366   
0.16863656, 0.27483034
0.20999044, 0.2650483 
0.19436328, 0.2531971 
0.18157747, 0.24239518
0.23271924, 0.22428764
0.16841038, 0.21640089
0.18012007, 0.20045118
0.1797937 , 0.19450904
0.17194095, 0.18431206
0.16654296, 0.17630802
0.16170976, 0.168248  
0.16139264, 0.16641748
0.13700068, 0.16412602
0.12034914, 0.15485951
0.07750201, 0.1548762 
0.08070349, 0.1506353 
0.07312268, 0.14427309
0.06103475, 0.1390415 
0.06830617, 0.1351698 
0.11932268, 0.13014513
0.09707087, 0.12813891
0.11387476, 0.12579368
0.11103427, 0.12489373
0.09709869, 0.12290454
0.07775962, 0.12314538
0.06611281, 0.11894831
0.06788694, 0.11980716
